Key,Title,Side Effects,% of Side Effects, Labels,% of Labels,ParentKey,Url
J05AB1165,"VACV",113,1.92,28,0.09,nd1156,http://sideeffects.embl.de/drugs/5647
J05AB1166,"Valganciclovir",192,3.27,6,0.02,nd1156,http://sideeffects.embl.de/drugs/64147
nd1167,"J05AC - Cyclic amines",53,0.9,7,0.02,nd1155,
J05AC1168,"Rimantadine",53,0.9,7,0.02,nd1167,http://sideeffects.embl.de/drugs/5071
nd1169,"J05AD - Phosphonic acid derivatives",152,2.59,4,0.01,nd1155,
J05AD1170,"Foscarnet",152,2.59,4,0.01,nd1169,http://sideeffects.embl.de/drugs/3414
nd1171,"J05AE - Protease inhibitors",689,11.72,212,0.7,nd1155,
J05AE1172,"Amprenavir",61,1.04,11,0.04,nd1171,http://sideeffects.embl.de/drugs/2177
J05AE1173,"Atazanavir",200,3.4,54,0.18,nd1171,http://sideeffects.embl.de/drugs/148192
J05AE1174,"Darunavir",258,4.39,8,0.03,nd1171,http://sideeffects.embl.de/drugs/213039
J05AE1175,"Fosamprenavir",58,0.99,4,0.01,nd1171,http://sideeffects.embl.de/drugs/131535
J05AE1176,"Indinavir",194,3.3,63,0.21,nd1171,http://sideeffects.embl.de/drugs/3706
J05AE1177,"Nelfinavir",105,1.79,44,0.15,nd1171,http://sideeffects.embl.de/drugs/4451
J05AE1178,"Ritonavir",292,4.97,7,0.02,nd1171,http://sideeffects.embl.de/drugs/5076
J05AE1179,"Saquinavir",337,5.73,11,0.04,nd1171,http://sideeffects.embl.de/drugs/60787
J05AE1180,"Tipranavir",133,2.26,10,0.03,nd1171,http://sideeffects.embl.de/drugs/163296
nd1181,"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors",543,9.23,279,0.92,nd1155,
J05AF1182,"Abacavir",115,1.96,19,0.06,nd1181,http://sideeffects.embl.de/drugs/1971
J05AF1183,"Adefovir dipivoxil",56,0.95,8,0.03,nd1181,http://sideeffects.embl.de/drugs/60871
J05AF1184,"Didanosine",74,1.26,63,0.21,nd1181,http://sideeffects.embl.de/drugs/3043
J05AF1185,"Emtricitabine",122,2.07,9,0.03,nd1181,http://sideeffects.embl.de/drugs/60877
J05AF1186,"Entecavir",54,0.92,10,0.03,nd1181,http://sideeffects.embl.de/drugs/153941
J05AF1187,"Lamivudine",189,3.21,49,0.16,nd1181,http://sideeffects.embl.de/drugs/3877
J05AF1188,"Stavudine",113,1.92,33,0.11,nd1181,http://sideeffects.embl.de/drugs/5155
J05AF1189,"Tenofovir disoproxil fumarate",112,1.9,21,0.07,nd1181,http://sideeffects.embl.de/drugs/119830
J05AF1190,"Thymidine",92,1.56,4,0.01,nd1181,http://sideeffects.embl.de/drugs/1134
J05AF1191,"Zalcitabine",267,4.54,10,0.03,nd1181,http://sideeffects.embl.de/drugs/5718
J05AF1192,"Zidovudine",155,2.64,53,0.18,nd1181,http://sideeffects.embl.de/drugs/5726
nd1193,"J05AG - Non-nucleoside reverse transcriptase inhibitors",422,7.18,123,0.41,nd1155,
J05AG1194,"Delavirdine",242,4.12,9,0.03,nd1193,http://sideeffects.embl.de/drugs/5625
J05AG1195,"Efavirenz",226,3.84,71,0.23,nd1193,http://sideeffects.embl.de/drugs/3203
J05AG1196,"Etravirine",116,1.97,8,0.03,nd1193,http://sideeffects.embl.de/drugs/193962
J05AG1197,"Nevirapine",98,1.67,35,0.12,nd1193,http://sideeffects.embl.de/drugs/4463
nd1198,"J05AH - Neuraminidase inhibitors",127,2.16,45,0.15,nd1155,
J05AH1199,"Oseltamivir",108,1.84,40,0.13,nd1198,http://sideeffects.embl.de/drugs/4603
J05AH1200,"Zanamivir",57,0.97,5,0.02,nd1198,http://sideeffects.embl.de/drugs/5721
nd1201,"J05AX - Other antivirals",444,7.55,37,0.12,nd1155,
J05AX1202,"Enfuvirtide",129,2.19,14,0.05,nd1201,http://sideeffects.embl.de/drugs/16130199
J05AX1203,"Maraviroc",244,4.15,12,0.04,nd1201,http://sideeffects.embl.de/drugs/483407
J05AX1204,"Raltegravir",246,4.18,11,0.04,nd1201,http://sideeffects.embl.de/drugs/23668479
nd1205,"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",2780,47.28,1876,6.2,null,
nd1206,"L01 - ANTINEOPLASTIC AGENTS",2266,38.54,1175,3.88,nd1205,
nd1207,"L01A - ALKYLATING AGENTS",753,12.81,136,0.45,nd1206,
nd1208,"L01AA - Nitrogen mustard analogues",504,8.57,49,0.16,nd1207,
L01AA1209,"Bendamustine",108,1.84,3,0.01,nd1208,http://sideeffects.embl.de/drugs/65628
L01AA1210,"Chlorambucil",68,1.16,6,0.02,nd1208,http://sideeffects.embl.de/drugs/2708
L01AA1211,"Cyclophosphamide",290,4.93,15,0.05,nd1208,http://sideeffects.embl.de/drugs/2907
L01AA1212,"Ifosfamide",286,4.86,10,0.03,nd1208,http://sideeffects.embl.de/drugs/3690
L01AA1213,"Melphalan",97,1.65,8,0.03,nd1208,http://sideeffects.embl.de/drugs/4053
L01AA1214,"Nitrogen mustard",44,0.75,7,0.02,nd1208,http://sideeffects.embl.de/drugs/4033
nd1215,"L01AB - Alkyl sulfonates",225,3.83,20,0.07,nd1207,
L01AB1216,"Busulfan",225,3.83,20,0.07,nd1215,http://sideeffects.embl.de/drugs/2478
nd1217,"L01AC - Ethylene imines",170,2.89,2,0.01,nd1207,
L01AC1218,"Thiotepa",170,2.89,2,0.01,nd1217,http://sideeffects.embl.de/drugs/5453
nd1219,"L01AD - Nitrosoureas",208,3.54,18,0.06,nd1207,
L01AD1220,"BCNU",158,2.69,9,0.03,nd1219,http://sideeffects.embl.de/drugs/2578
L01AD1221,"Fotemustine",30,0.51,1,0.0,nd1219,http://sideeffects.embl.de/drugs/104799
L01AD1222,"Lomustine",35,0.6,5,0.02,nd1219,http://sideeffects.embl.de/drugs/3950
L01AD1223,"Streptozotocin",50,0.85,3,0.01,nd1219,http://sideeffects.embl.de/drugs/5300
nd1224,"L01AX - Other alkylating agents",236,4.01,47,0.16,nd1207,
L01AX1225,"Dacarbazine",50,0.85,5,0.02,nd1224,http://sideeffects.embl.de/drugs/5281007
L01AX1226,"Temozolomide",214,3.64,42,0.14,nd1224,http://sideeffects.embl.de/drugs/5394
nd1227,"L01B - ANTIMETABOLITES",951,16.17,271,0.9,nd1206,
nd1228,"L01BA - Folic acid analogues",341,5.8,81,0.27,nd1227,
L01BA1229,"Methotrexate",272,4.63,63,0.21,nd1228,http://sideeffects.embl.de/drugs/4112
L01BA1230,"Pemetrexed",106,1.8,16,0.05,nd1228,http://sideeffects.embl.de/drugs/60843
L01BA1231,"Pralatrexate",36,0.61,1,0.0,nd1228,http://sideeffects.embl.de/drugs/148121
L01BA1232,"Raltitrexed",46,0.78,1,0.0,nd1228,http://sideeffects.embl.de/drugs/104758
nd1233,"L01BB - Purine analogues",401,6.82,41,0.14,nd1227,
L01BB1234,"6-mercaptopurine",47,0.8,12,0.04,nd1233,http://sideeffects.embl.de/drugs/667490
L01BB1235,"6-thioguanine",27,0.46,2,0.01,nd1233,http://sideeffects.embl.de/drugs/2723601
L01BB1236,"Cladribine",173,2.94,9,0.03,nd1233,http://sideeffects.embl.de/drugs/1546
L01BB1237,"Clofarabine",166,2.82,3,0.01,nd1233,http://sideeffects.embl.de/drugs/119182
L01BB1238,"Fludarabine",144,2.45,13,0.04,nd1233,http://sideeffects.embl.de/drugs/3367
L01BB1239,"Nelarabine",140,2.38,2,0.01,nd1233,http://sideeffects.embl.de/drugs/96312
nd1240,"L01BC - Pyrimidine analogues",723,12.3,149,0.49,nd1227,
L01BC1241,"5-aza-2'-deoxycytidine",198,3.37,7,0.02,nd1240,http://sideeffects.embl.de/drugs/16886
L01BC1242,"5-FU",143,2.43,39,0.13,nd1240,http://sideeffects.embl.de/drugs/3385
L01BC1243,"5-azacytidine",207,3.52,11,0.04,nd1240,http://sideeffects.embl.de/drugs/1805
L01BC1244,"Capecitabine",427,7.26,35,0.12,nd1240,http://sideeffects.embl.de/drugs/60953
L01BC1245,"Cytarabine",202,3.44,18,0.06,nd1240,http://sideeffects.embl.de/drugs/596
L01BC1246,"Gemcitabine",159,2.7,39,0.13,nd1240,http://sideeffects.embl.de/drugs/3461
nd1247,"L01C - PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS",693,11.79,99,0.33,nd1206,
nd1248,"L01CA - Vinca alkaloids and analogues",400,6.8,23,0.08,nd1247,
L01CA1249,"Vinblastine",48,0.82,3,0.01,nd1248,http://sideeffects.embl.de/drugs/13342
L01CA1250,"Vincristine",125,2.13,4,0.01,nd1248,http://sideeffects.embl.de/drugs/5978
L01CA1251,"Vinflunine",278,4.73,2,0.01,nd1248,http://sideeffects.embl.de/drugs/157688
L01CA1252,"Vinorelbine",149,2.53,14,0.05,nd1248,http://sideeffects.embl.de/drugs/5672
nd1253,"L01CB - Podophyllotoxin derivatives",149,2.53,16,0.05,nd1247,
L01CB1254,"Etoposide",128,2.18,12,0.04,nd1253,http://sideeffects.embl.de/drugs/3310
L01CB1255,"Teniposide",59,1.0,4,0.01,nd1253,http://sideeffects.embl.de/drugs/5396
nd1256,"L01CD - Taxanes",493,8.38,59,0.2,nd1247,
L01CD1257,"Docetaxel",268,4.56,38,0.13,nd1256,http://sideeffects.embl.de/drugs/3143
L01CD1258,"Paclitaxel",409,6.96,21,0.07,nd1256,http://sideeffects.embl.de/drugs/4666
nd1259,"L01CX - Other plant alkaloids and natural products",87,1.48,1,0.0,nd1247,
L01CX1260,"Trabectedin",87,1.48,1,0.0,nd1259,http://sideeffects.embl.de/drugs/3199
nd1261,"L01D - CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES",638,10.85,125,0.41,nd1206,
nd1262,"L01DA - Actinomycines",65,1.11,3,0.01,nd1261,
L01DA1263,"Actinomycin D",65,1.11,3,0.01,nd1262,http://sideeffects.embl.de/drugs/2019
nd1264,"L01DB - Anthracyclines and related substances",552,9.39,104,0.34,nd1261,
L01DB1265,"Anthracycline",147,2.5,6,0.02,nd1264,http://sideeffects.embl.de/drugs/2958
L01DB1266,"Doxorubicin",458,7.79,71,0.23,nd1264,http://sideeffects.embl.de/drugs/1690
L01DB1267,"Idarubicin",82,1.39,14,0.05,nd1264,http://sideeffects.embl.de/drugs/3685
L01DB1268,"Mitoxantrone",151,2.57,11,0.04,nd1264,http://sideeffects.embl.de/drugs/4212
L01DB1269,"Valrubicin",40,0.68,2,0.01,nd1264,http://sideeffects.embl.de/drugs/41744
nd1270,"L01DC - Other cytotoxic antibiotics",211,3.59,18,0.06,nd1261,
L01DC1271,"Bleomycin hydrochloride",86,1.46,10,0.03,nd1270,http://sideeffects.embl.de/drugs/72466
L01DC1272,"Ixabepilone",135,2.3,3,0.01,nd1270,http://sideeffects.embl.de/drugs/6445540
L01DC1273,"Mitomycin C",52,0.88,5,0.02,nd1270,http://sideeffects.embl.de/drugs/5746
nd1274,"L01X - OTHER ANTINEOPLASTIC AGENTS",1667,28.35,544,1.8,nd1206,
nd1275,"L01XA - Platinum compounds",362,6.16,46,0.15,nd1274,
L01XA1276,"Carboplatin",103,1.75,10,0.03,nd1275,http://sideeffects.embl.de/drugs/38904
L01XA1277,"Cisplatin",136,2.31,10,0.03,nd1275,http://sideeffects.embl.de/drugs/2767
L01XA1278,"Oxaliplatin",267,4.54,26,0.09,nd1275,http://sideeffects.embl.de/drugs/4609
nd1279,"L01XB - Methylhydrazines",112,1.9,3,0.01,nd1274,
L01XB1280,"Procarbazine",112,1.9,3,0.01,nd1279,http://sideeffects.embl.de/drugs/4915
nd1281,"L01XC - Monoclonal antibodies",85,1.45,2,0.01,nd1274,
L01XC1282,"Ofatumumab",85,1.45,2,0.01,nd1281,http://sideeffects.embl.de/drugs/5488383
nd1283,"L01XD - Sensitizers used in photodynamic/radiation therapy",271,4.61,18,0.06,nd1274,
L01XD1284,"5-aminolevulinic acid",83,1.41,11,0.04,nd1283,http://sideeffects.embl.de/drugs/137
L01XD1285,"MTHPC",44,0.75,1,0.0,nd1283,http://sideeffects.embl.de/drugs/60751
L01XD1286,"Methyl aminolevulinate",52,0.88,5,0.02,nd1283,http://sideeffects.embl.de/drugs/157921
L01XD1287,"Photofrin II",178,3.03,1,0.0,nd1283,http://sideeffects.embl.de/drugs/3086257
nd1288,"L01XE - Protein kinase inhibitors",920,15.65,125,0.41,nd1274,
L01XE1289,"Dasatinib",271,4.61,17,0.06,nd1288,http://sideeffects.embl.de/drugs/3062316
L01XE1290,"Erlotinib",134,2.28,21,0.07,nd1288,http://sideeffects.embl.de/drugs/176870
L01XE1291,"Everolimus",375,6.38,7,0.02,nd1288,http://sideeffects.embl.de/drugs/6442177
L01XE1292,"Gefitinib",114,1.94,5,0.02,nd1288,http://sideeffects.embl.de/drugs/123631
L01XE1293,"Imatinib",331,5.63,51,0.17,nd1288,http://sideeffects.embl.de/drugs/5291
L01XE1294,"Lapatinib",67,1.14,3,0.01,nd1288,http://sideeffects.embl.de/drugs/208908
L01XE1295,"Nilotinib",333,5.66,6,0.02,nd1288,http://sideeffects.embl.de/drugs/644241
L01XE1296,"Pazopanib",210,3.57,3,0.01,nd1288,http://sideeffects.embl.de/drugs/10113978
L01XE1297,"Sorafenib",175,2.98,4,0.01,nd1288,http://sideeffects.embl.de/drugs/216239
L01XE1298,"Sunitinib",305,5.19,5,0.02,nd1288,http://sideeffects.embl.de/drugs/3086686
L01XE1299,"Temsirolimus",181,3.08,3,0.01,nd1288,http://sideeffects.embl.de/drugs/148191
nd1300,"L01XX - Other antineoplastic agents",1137,19.34,350,1.16,nd1274,
L01XX1301,"Amsacrine",94,1.6,2,0.01,nd1300,http://sideeffects.embl.de/drugs/2179
L01XX1302,"Anagrelide",157,2.67,19,0.06,nd1300,http://sideeffects.embl.de/drugs/2182
L01XX1303,"Arsenic trioxide",165,2.81,2,0.01,nd1300,http://sideeffects.embl.de/drugs/14888
L01XX1304,"Bexarotene",245,4.17,11,0.04,nd1300,http://sideeffects.embl.de/drugs/82146
L01XX1305,"Bortezomib",573,9.74,12,0.04,nd1300,http://sideeffects.embl.de/drugs/93860
L01XX1306,"Celecoxib",308,5.24,82,0.27,nd1300,http://sideeffects.embl.de/drugs/2662
L01XX1307,"Estramustine",50,0.85,2,0.01,nd1300,http://sideeffects.embl.de/drugs/18140
L01XX1308,"Hexamethylmelamine",21,0.36,2,0.01,nd1300,http://sideeffects.embl.de/drugs/2123
L01XX1309,"Hydroxyurea",110,1.87,21,0.07,nd1300,http://sideeffects.embl.de/drugs/3657
L01XX1310,"Irinotecan",148,2.52,46,0.15,nd1300,http://sideeffects.embl.de/drugs/3750
L01XX1311,"Mitotane",102,1.73,5,0.02,nd1300,http://sideeffects.embl.de/drugs/4211
L01XX1312,"Pentostatin",153,2.6,1,0.0,nd1300,http://sideeffects.embl.de/drugs/4739
L01XX1313,"Retinoic acid",399,6.79,112,0.37,nd1300,http://sideeffects.embl.de/drugs/5538
L01XX1314,"Romidepsin",73,1.24,2,0.01,nd1300,http://sideeffects.embl.de/drugs/3425
L01XX1315,"Topotecan",99,1.68,28,0.09,nd1300,http://sideeffects.embl.de/drugs/5515
L01XX1316,"Vorinostat",60,1.02,3,0.01,nd1300,http://sideeffects.embl.de/drugs/5311
nd1317,"L02 - ENDOCRINE THERAPY",854,14.52,395,1.31,nd1205,
nd1318,"L02A - HORMONES AND RELATED AGENTS",691,11.75,212,0.7,nd1317,
nd1319,"L02AA - Estrogens",404,6.87,131,0.43,nd1318,
L02AA1320,"Estradiol",404,6.87,131,0.43,nd1319,http://sideeffects.embl.de/drugs/450
nd1321,"L02AB - Progestogens",210,3.57,62,0.2,nd1318,
L02AB1322,"Medroxyprogesterone",168,2.86,34,0.11,nd1321,http://sideeffects.embl.de/drugs/10631
L02AB1323,"Megestrol",76,1.29,28,0.09,nd1321,http://sideeffects.embl.de/drugs/19090
nd1324,"L02AE - Gonadotropin releasing hormone analogues",455,7.74,19,0.06,nd1318,
L02AE1325,"Goserelin",213,3.62,6,0.02,nd1324,http://sideeffects.embl.de/drugs/47725
L02AE1326,"Leuprorelin",258,4.39,7,0.02,nd1324,http://sideeffects.embl.de/drugs/3911
L02AE1327,"Supremon",161,2.74,3,0.01,nd1324,http://sideeffects.embl.de/drugs/42615
L02AE1328,"Triptorelin",172,2.93,3,0.01,nd1324,http://sideeffects.embl.de/drugs/25074470
nd1329,"L02B - HORMONE ANTAGONISTS AND RELATED AGENTS",467,7.94,183,0.6,nd1317,
nd1330,"L02BA - Anti-estrogens",245,4.17,38,0.13,nd1329,
L02BA1331,"ICI 182,780",74,1.26,3,0.01,nd1330,http://sideeffects.embl.de/drugs/104741
L02BA1332,"Tamoxifen",187,3.18,31,0.1,nd1330,http://sideeffects.embl.de/drugs/5376
L02BA1333,"Toremifene",82,1.39,4,0.01,nd1330,http://sideeffects.embl.de/drugs/5516
nd1334,"L02BB - Anti-androgens",219,3.72,48,0.16,nd1329,
L02BB1335,"Bicalutamide",175,2.98,38,0.13,nd1334,http://sideeffects.embl.de/drugs/2375
L02BB1336,"Flutamide",71,1.21,8,0.03,nd1334,http://sideeffects.embl.de/drugs/3397
L02BB1337,"Nilutamide",71,1.21,2,0.01,nd1334,http://sideeffects.embl.de/drugs/4493
nd1338,"L02BG - Aromatase inhibitors",249,4.23,93,0.31,nd1329,
L02BG1339,"Aminoglutethimide",30,0.51,1,0.0,nd1338,http://sideeffects.embl.de/drugs/2145
L02BG1340,"Anastrozole",143,2.43,43,0.14,nd1338,http://sideeffects.embl.de/drugs/2187
L02BG1341,"Exemestane",109,1.85,14,0.05,nd1338,http://sideeffects.embl.de/drugs/60198
L02BG1342,"Letrozole",152,2.59,35,0.12,nd1338,http://sideeffects.embl.de/drugs/3902
nd1343,"L02BX - Other hormone antagonists and related agents",108,1.84,4,0.01,nd1329,
L02BX1344,"Abarelix",21,0.36,1,0.0,nd1343,http://sideeffects.embl.de/drugs/16131215
L02BX1345,"Degarelix",102,1.73,3,0.01,nd1343,http://sideeffects.embl.de/drugs/16136245
nd1346,"L03 - IMMUNOSTIMULANTS",655,11.14,21,0.07,nd1205,
nd1347,"L03A - IMMUNOSTIMULANTS",655,11.14,21,0.07,nd1346,
nd1348,"L03AA - Colony stimulating factors",5,0.09,1,0.0,nd1347,
L03AA1349,"Gamma-aminobutyric acid",5,0.09,1,0.0,nd1348,http://sideeffects.embl.de/drugs/119
nd1350,"L03AB - Interferons",478,8.13,7,0.02,nd1347,
L03AB1351,"K779",478,8.13,7,0.02,nd1350,http://sideeffects.embl.de/drugs/71306834
nd1352,"L03AX - Other immunostimulants",417,7.09,13,0.04,nd1347,
L03AX1353,"AMD3100",48,0.82,3,0.01,nd1352,http://sideeffects.embl.de/drugs/65014
L03AX1354,"CGP 19835A",132,2.24,1,0.0,nd1352,http://sideeffects.embl.de/drugs/5479141
L03AX1355,"Copolymer 1",340,5.78,6,0.02,nd1352,http://sideeffects.embl.de/drugs/3081884
L03AX1356,"Histamine",95,1.62,3,0.01,nd1352,http://sideeffects.embl.de/drugs/774
nd1357,"L04 - IMMUNOSUPPRESSANTS",1287,21.89,355,1.17,nd1205,
nd1358,"L04A - IMMUNOSUPPRESSANTS",1287,21.89,355,1.17,nd1357,
nd1359,"L04AA - Selective immunosuppressants",715,12.16,111,0.37,nd1358,
L04AA1360,"Everolimus",375,6.38,7,0.02,nd1359,http://sideeffects.embl.de/drugs/6442177
L04AA1361,"Ge-132",175,2.98,1,0.0,nd1359,http://sideeffects.embl.de/drugs/83030
L04AA1362,"Leflunomide",211,3.59,42,0.14,nd1359,http://sideeffects.embl.de/drugs/3899
L04AA1363,"Mycophenolic acid",352,5.99,33,0.11,nd1359,http://sideeffects.embl.de/drugs/4272
L04AA1364,"Rapamycin",283,4.81,28,0.09,nd1359,http://sideeffects.embl.de/drugs/5040
nd1365,"L04AC - Interleukin inhibitors",65,1.11,3,0.01,nd1358,
L04AC1366,"Ustekinumab",65,1.11,3,0.01,nd1365,http://sideeffects.embl.de/drugs/121749
nd1367,"L04AD - Calcineurin inhibitors",639,10.87,115,0.38,nd1358,
L04AD1368,"Tacrolimus",528,8.98,59,0.2,nd1367,http://sideeffects.embl.de/drugs/5372
L04AD1369,"V 1784",297,5.05,56,0.19,nd1367,http://sideeffects.embl.de/drugs/2909
nd1370,"L04AX - Other immunosuppressants",765,13.01,126,0.42,nd1358,
L04AX1371,"Azathioprine",83,1.41,22,0.07,nd1370,http://sideeffects.embl.de/drugs/2265
L04AX1372,"Lenalidomide",460,7.82,9,0.03,nd1370,http://sideeffects.embl.de/drugs/216326
L04AX1373,"Methotrexate",272,4.63,63,0.21,nd1370,http://sideeffects.embl.de/drugs/4112
L04AX1374,"Thalidomide",348,5.92,32,0.11,nd1370,http://sideeffects.embl.de/drugs/5426
nd1375,"M - MUSCULO-SKELETAL SYSTEM",1402,23.84,2102,6.95,null,
nd1376,"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS",1079,18.35,1213,4.01,nd1375,
nd1377,"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",1040,17.69,1195,3.95,nd1376,
nd1378,"M01AA - Butylpyrazolidines",285,4.85,38,0.13,nd1377,
M01AA1379,"Rabeprazole",285,4.85,38,0.13,nd1378,http://sideeffects.embl.de/drugs/5029
nd1380,"M01AB - Acetic acid derivatives and related substances",501,8.52,400,1.32,nd1377,
M01AB1381,"Diclofenac",367,6.24,165,0.55,nd1380,http://sideeffects.embl.de/drugs/3032
M01AB1382,"Etodolac",153,2.6,54,0.18,nd1380,http://sideeffects.embl.de/drugs/3308
M01AB1383,"Indomethacin",171,2.91,70,0.23,nd1380,http://sideeffects.embl.de/drugs/3715
M01AB1384,"Ketorolac",174,2.96,79,0.26,nd1380,http://sideeffects.embl.de/drugs/3826
M01AB1385,"Sulindac",119,2.02,27,0.09,nd1380,http://sideeffects.embl.de/drugs/5352
M01AB1386,"Tolmetin",45,0.77,5,0.02,nd1380,http://sideeffects.embl.de/drugs/5508
nd1387,"M01AC - Oxicams",269,4.57,150,0.5,nd1377,
M01AC1388,"Meloxicam",207,3.52,120,0.4,nd1387,http://sideeffects.embl.de/drugs/4051
M01AC1389,"Piroxicam",142,2.41,29,0.1,nd1387,http://sideeffects.embl.de/drugs/23690938
M01AC1390,"Tenoxicam",60,1.02,1,0.0,nd1387,http://sideeffects.embl.de/drugs/51508717
nd1391,"M01AE - Propionic acid derivatives",522,8.88,433,1.43,nd1377,
M01AE1392,"Fenoprofen",81,1.38,6,0.02,nd1391,http://sideeffects.embl.de/drugs/3342
M01AE1393,"Flurbiprofen",211,3.59,19,0.06,nd1391,http://sideeffects.embl.de/drugs/3394
M01AE1394,"Ibuprofen",282,4.8,166,0.55,nd1391,http://sideeffects.embl.de/drugs/3672
M01AE1395,"Ketoprofen",133,2.26,23,0.08,nd1391,http://sideeffects.embl.de/drugs/3825
M01AE1396,"Naproxen",302,5.14,188,0.62,nd1391,http://sideeffects.embl.de/drugs/1301
M01AE1397,"Oxaprozin",115,1.96,29,0.1,nd1391,http://sideeffects.embl.de/drugs/4614
M01AE1398,"Suprofen",11,0.19,1,0.0,nd1391,http://sideeffects.embl.de/drugs/5359
M01AE1399,"Tiaprofenic acid",77,1.31,1,0.0,nd1391,http://sideeffects.embl.de/drugs/5468
nd1400,"M01AG - Fenamates",139,2.36,9,0.03,nd1377,
M01AG1401,"Meclofenamate",43,0.73,1,0.0,nd1400,http://sideeffects.embl.de/drugs/4036
M01AG1402,"Mefenamic acid",127,2.16,8,0.03,nd1400,http://sideeffects.embl.de/drugs/4044
nd1403,"M01AH - Coxibs",548,9.32,118,0.39,nd1377,
M01AH1404,"Celecoxib",308,5.24,82,0.27,nd1403,http://sideeffects.embl.de/drugs/2662
M01AH1405,"Etoricoxib",206,3.5,1,0.0,nd1403,http://sideeffects.embl.de/drugs/123619
M01AH1406,"Parecoxib",84,1.43,1,0.0,nd1403,http://sideeffects.embl.de/drugs/119828
M01AH1407,"Rofecoxib",194,3.3,26,0.09,nd1403,http://sideeffects.embl.de/drugs/5090
M01AH1408,"Valdecoxib",266,4.52,8,0.03,nd1403,http://sideeffects.embl.de/drugs/119607
nd1409,"M01AX - Other antiinflammatory and antirheumatic agents, non-steroids",111,1.89,47,0.16,nd1377,
M01AX1410,"Benzydamine",9,0.15,1,0.0,nd1409,http://sideeffects.embl.de/drugs/12555
M01AX1411,"Nabumetone",106,1.8,46,0.15,nd1409,http://sideeffects.embl.de/drugs/4409
nd1412,"M01C - SPECIFIC ANTIRHEUMATIC AGENTS",161,2.74,18,0.06,nd1376,
nd1413,"M01CB - Gold preparations",84,1.43,7,0.02,nd1412,
M01CB1414,"Auranofin",44,0.75,2,0.01,nd1413,http://sideeffects.embl.de/drugs/6333887
M01CB1415,"Gold sodium thiomalate",63,1.07,5,0.02,nd1413,http://sideeffects.embl.de/drugs/22318
nd1416,"M01CC - Penicillamine and similar agents",105,1.79,11,0.04,nd1412,
M01CC1417,"D-penicillamine",105,1.79,11,0.04,nd1416,http://sideeffects.embl.de/drugs/4727
nd1418,"M02 - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN",750,12.76,709,2.34,nd1375,
nd1419,"M02A - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN",750,12.76,709,2.34,nd1418,
nd1420,"M02AA - Antiinflammatory preparations, non-steroids for topical use",733,12.47,705,2.33,nd1419,
M02AA1421,"Benzydamine",9,0.15,1,0.0,nd1420,http://sideeffects.embl.de/drugs/12555
M02AA1422,"Diclofenac",367,6.24,165,0.55,nd1420,http://sideeffects.embl.de/drugs/3032
M02AA1423,"Flurbiprofen",211,3.59,19,0.06,nd1420,http://sideeffects.embl.de/drugs/3394
M02AA1424,"Ibuprofen",282,4.8,166,0.55,nd1420,http://sideeffects.embl.de/drugs/3672
M02AA1425,"Indomethacin",171,2.91,70,0.23,nd1420,http://sideeffects.embl.de/drugs/3715
M02AA1426,"Ketoprofen",133,2.26,23,0.08,nd1420,http://sideeffects.embl.de/drugs/3825
M02AA1427,"Meclofenamate",43,0.73,1,0.0,nd1420,http://sideeffects.embl.de/drugs/4036
M02AA1428,"Naproxen",302,5.14,188,0.62,nd1420,http://sideeffects.embl.de/drugs/1301
M02AA1429,"Piroxicam",142,2.41,29,0.1,nd1420,http://sideeffects.embl.de/drugs/23690938
M02AA1430,"Rabeprazole",285,4.85,38,0.13,nd1420,http://sideeffects.embl.de/drugs/5029
M02AA1431,"Tolmetin",45,0.77,5,0.02,nd1420,http://sideeffects.embl.de/drugs/5508
nd1432,"M02AB - Capsaicin and similar agents",61,1.04,3,0.01,nd1419,
M02AB1433,"Capsaicin",61,1.04,3,0.01,nd1432,http://sideeffects.embl.de/drugs/2548
nd1434,"M02AX - Other topical products for joint and muscular pain",2,0.03,1,0.0,nd1419,
M02AX1435,"DMSO",2,0.03,1,0.0,nd1434,http://sideeffects.embl.de/drugs/679
nd1436,"M03 - MUSCLE RELAXANTS",440,7.48,478,1.58,nd1375,
nd1437,"M03A - MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",96,1.63,48,0.16,nd1436,
nd1438,"M03AB - Choline derivatives",37,0.63,5,0.02,nd1437,
M03AB1439,"Succinylcholine",37,0.63,5,0.02,nd1438,http://sideeffects.embl.de/drugs/5314
nd1440,"M03AC - Other quaternary ammonium compounds",76,1.29,43,0.14,nd1437,
M03AC1441,"Atracurium",31,0.53,5,0.02,nd1440,http://sideeffects.embl.de/drugs/47319
M03AC1442,"Cisatracurium",26,0.44,7,0.02,nd1440,http://sideeffects.embl.de/drugs/47320
M03AC1443,"Mivacurium",23,0.39,2,0.01,nd1440,http://sideeffects.embl.de/drugs/71316
